# Master Index Workbench v2.0.0 (released 2026-07-12) — https://kr48vr.github.io/master-of-all-indices/
# Data license: CC BY-NC-SA 4.0 (compilation); individual values inherit source terms recorded in provenance
# A blank value is honest missing data (see the note column), never a zero.
city,measure_id,measure,area,subtheme,unit,direction,data_level,approx,value,year,source,note
Vienna,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,74.29,2024,"WGI 2025 — Austria (score 74.29, estimate 0.492)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Seoul,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.82,2024,"WGI 2025 — Korea, Rep. (score 76.82, estimate 0.639)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Melbourne,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,79.44,2024,"WGI 2025 — Australia (score 79.44, estimate 0.793)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Amsterdam,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,73.21,2024,"WGI 2025 — Netherlands (score 73.21, estimate 0.428)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
London,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,70.3,2024,"WGI 2025 — United Kingdom (score 70.3, estimate 0.258)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
New York,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Paris,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,61.77,2024,"WGI 2025 — France (score 61.77, estimate -0.241)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Toronto,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.12,2024,"WGI 2025 — Canada (score 76.12, estimate 0.598)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Berlin,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,68.02,2024,"WGI 2025 — Germany (score 68.02, estimate 0.124)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Barcelona,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,65.84,2024,"WGI 2025 — Spain (score 65.84, estimate -0.003)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Dubai,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,79.37,2024,"WGI 2025 — United Arab Emirates (score 79.37, estimate 0.789)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
San Francisco,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Stockholm,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.2,2024,"WGI 2025 — Sweden (score 76.2, estimate 0.604)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Oslo,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,81.32,2024,"WGI 2025 — Norway (score 81.32, estimate 0.903)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Helsinki,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,80.12,2024,"WGI 2025 — Finland (score 80.12, estimate 0.833)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Madrid,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,65.84,2024,"WGI 2025 — Spain (score 65.84, estimate -0.003)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Milan,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,71.17,2024,"WGI 2025 — Italy (score 71.17, estimate 0.309)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Rome,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,71.17,2024,"WGI 2025 — Italy (score 71.17, estimate 0.309)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Munich,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,68.02,2024,"WGI 2025 — Germany (score 68.02, estimate 0.124)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Frankfurt,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,68.02,2024,"WGI 2025 — Germany (score 68.02, estimate 0.124)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Hamburg,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,68.02,2024,"WGI 2025 — Germany (score 68.02, estimate 0.124)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Brussels,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,67.97,2024,"WGI 2025 — Belgium (score 67.97, estimate 0.121)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Dublin,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,78.02,2024,"WGI 2025 — Ireland (score 78.02, estimate 0.71)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Lisbon,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,75.07,2024,"WGI 2025 — Portugal (score 75.07, estimate 0.537)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Prague,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,82.5,2024,"WGI 2025 — Czechia (score 82.5, estimate 0.972)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Warsaw,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,74.41,2024,"WGI 2025 — Poland (score 74.41, estimate 0.499)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Istanbul,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,49.31,2024,"WGI 2025 — Türkiye (score 49.31, estimate -0.971)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Montreal,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.12,2024,"WGI 2025 — Canada (score 76.12, estimate 0.598)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Vancouver,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.12,2024,"WGI 2025 — Canada (score 76.12, estimate 0.598)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Chicago,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Boston,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Los Angeles,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Seattle,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Washington DC,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,64.27,2024,"WGI 2025 — United States (score 64.27, estimate -0.095)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Sydney,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,79.44,2024,"WGI 2025 — Australia (score 79.44, estimate 0.793)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Auckland,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,85.55,2024,"WGI 2025 — New Zealand (score 85.55, estimate 1.151)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Osaka,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,85.27,2024,"WGI 2025 — Japan (score 85.27, estimate 1.134)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Tel Aviv,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,48.17,2024,"WGI 2025 — Israel (score 48.17, estimate -1.038)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Hong Kong,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,76.67,2024,"WGI 2025 — Hong Kong SAR, China (score 76.67, estimate 0.631)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Taipei,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,81.55,2024,"WGI 2025 — Taiwan, China (score 81.55, estimate 0.917)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Bangkok,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,54.22,2024,"WGI 2025 — Thailand (score 54.22, estimate -0.683)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Kuala Lumpur,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,72.47,2024,"WGI 2025 — Malaysia (score 72.47, estimate 0.385)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Jakarta,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,55.49,2024,"WGI 2025 — Indonesia (score 55.49, estimate -0.609)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Manila,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,52.67,2024,"WGI 2025 — Philippines (score 52.67, estimate -0.774)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Ho Chi Minh City,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,65.99,2024,"WGI 2025 — Viet Nam (score 65.99, estimate 0.006)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Mumbai,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,52.47,2024,"WGI 2025 — India (score 52.47, estimate -0.786)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Abu Dhabi,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,79.37,2024,"WGI 2025 — United Arab Emirates (score 79.37, estimate 0.789)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Shanghai,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,63.28,2024,"WGI 2025 — China (score 63.28, estimate -0.153)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Beijing,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,63.28,2024,"WGI 2025 — China (score 63.28, estimate -0.153)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Shenzhen,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,63.28,2024,"WGI 2025 — China (score 63.28, estimate -0.153)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Delhi,LIV-03,Political stability,Liveable,Safety & Stability,index,higher,Country proxy,perception,52.47,2024,"WGI 2025 — India (score 52.47, estimate -0.786)","COUNTRY proxy: national Governance score 0-100 (2025 release, absolute anchored scale), applied to the city."
Singapore,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,83.9,2025,SingStat M810501 — Total Life Expectancy At Birth (Residents),City-state = city-level. 2025 figure flagged preliminary by SingStat (2024 final = 83.7). Resident population (citizens + PRs).
Tokyo,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.9,2020,OECD TL3 JPD13 — Tokyo,Tokyo prefecture (TL3). Latest available year in OECD file is 2020 for Japan.
Copenhagen,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81.5,2023,OECD TL3 DK011 — City of Copenhagen,City proper (TL3). TL2 DK01 Capital region 2023 = 82.0 for comparison.
Zurich,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.1,2023,OECD TL3 CH040 — Zürich,"Canton of Zürich (TL3). TL2 CH04 (same canton territory, different OECD estimation) shows 84.4 for 2023."
Vienna,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81,2023,OECD TL3 AT130 — Vienna,City/state of Vienna (TL3). OECD obs status: Estimated value.
Seoul,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,85,2023,OECD TL3 KR011 — Seoul,Seoul city proper (TL3).
Melbourne,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.1,2022,OECD TL3 AU2GM — Melbourne,Greater Melbourne (TL3). Latest year 2022.
Amsterdam,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,82.1,2023,OECD TL2 NL32 — North Holland,"Province-level proxy (no NL TL3 life expectancy in dataset). dataLevel should be Metro/region, not City."
London,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,82.5,2023,OECD TL2 UKI — Greater London,Greater London (TL2) matches city boundary. OECD obs status: Estimated value.
New York,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,77.7,2020,OECD TL2 US36 — New York,New York STATE proxy (no US TL3 in dataset). 2020 is latest and is COVID-depressed (2019 = 80.7). dataLevel = state proxy.
Paris,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.1,2022,OECD TL3 FR101 — Paris,"Paris département = city proper (TL3), latest 2022. TL2 FR1 Île-de-France 2023 = 84.9. OECD obs status: Estimated value."
Toronto,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81.8,2022,OECD TL2 CA35 — Ontario,Ontario PROVINCE proxy (CA3520/no Canadian TL3 life expectancy in dataset). dataLevel = province proxy.
Berlin,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81.2,2023,OECD TL2 DE3 — Berlin,Berlin city-state (TL2 = city boundary). TL3 DE300 identical territory but stops at 2020. OECD obs status: Time series break.
Barcelona,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.2,2023,OECD TL3 ES511 — Barcelona,"Barcelona province (TL3), slightly wider than the city."
Dubai,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,83.1,2024,World Bank SP.DYN.LE00.IN — United Arab Emirates,COUNTRY proxy (UAE national figure). dataLevel = Country proxy.
San Francisco,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,79,2020,OECD TL2 US06 — California,California STATE proxy (no US TL3 in dataset). 2020 is latest and is COVID-depressed (2019 = 80.9). dataLevel = state proxy.
Stockholm,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,85,2024,OECD SE11 Stockholm (TL2),"TL2 Stockholm = Stockholm County (same boundary as TL3 SE110, which only runs to 2022); county-level"
Oslo,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,83.3,2022,OECD NO081 Oslo (TL3),Oslo county/municipality — city-level
Helsinki,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81.9,2023,OECD FI1B1 Helsinki-Uusimaa (TL3),Uusimaa region containing Helsinki — region proxy
Madrid,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,85.4,2023,OECD ES300 Madrid (TL3),Madrid province = Comunidad de Madrid; region-level
Milan,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,84.7,2024,OECD ITC4C Milan (TL3),Metropolitan City of Milan — metro-level
Rome,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,83.6,2024,OECD ITI43 Rome (TL3),Metropolitan City of Rome — metro-level
Munich,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,83.1,2020,"OECD DE212 München, Kreisfreie Stadt (TL3)",City proper; latest year published at German TL3 is 2020
Frankfurt,LIV-04,Life expectancy,Liveable,Health,years,higher,Metro,none,81.9,2020,"OECD DE712 Frankfurt am Main, Kreisfreie Stadt (TL3)",City proper; latest year published at German TL3 is 2020
